url,pick,team,year,pos,player,college,missing_combine_vals,height_inches,weight,forty,vertical,bench,broad,threecone,shuttle,defense.ast.tackles,defense.fum.forced,defense.fum.rec,defense.fum.tds,defense.fum.yds,defense.games,defense.int,defense.int.td,defense.int.yards,defense.loss.tackles,defense.pd,defense.sacks,defense.seasons,defense.solo.tackes,defense.tackles,passing.attempts,passing.comp.pct,passing.completions,passing.games,passing.pass.ints,passing.pass.tds,passing.pass.yards,passing.seasons,receiving.games,receiving.rec.td,receiving.rec.yards,receiving.receptions,receiving.rush.att,receiving.rush.td,receiving.rush.yds,receiving.scrim.plays,receiving.scrim.tds,receiving.scrim.yds,receiving.seasons,rushing.games,rushing.rec.td,rushing.rec.yards,rushing.receptions,rushing.rush.att,rushing.rush.td,rushing.rush.yds,rushing.scrim.plays,rushing.scrim.tds,rushing.scrim.yds,rushing.seasons,num_murders,purple.drank.incidents
https://www.sports-reference.com/cfb/players/ronney-daniels-1.html,300,NA,2001,WR,Ronney Daniels,Auburn,3,73,212,4.61,34.5,NA,118,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,12,"1,446",90,1,0,58,91,12,"1,504",2,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.sports-reference.com/cfb/players/ronney-jenkins-1.html,300,NA,2000,RB,Ronney Jenkins,Northern Arizona,3,70,184,4.5,NA,18,118,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,538,48,380,24,"2,040",428,29,"2,578",2,0,0
https://www.sports-reference.com/cfb/players/ronnie-brown-1.html,2,MIA,2005,RB,Ronnie Brown,Auburn,0,72,233,4.43,34,18,117,7.1,4.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2,668,58,513,28,"2,707",571,30,"3,375",5,0,0
https://www.sports-reference.com/cfb/players/ronnie-ghent-1.html,300,NA,2004,TE,Ronnie Ghent,Louisville,0,74,248,5.02,27.5,11,103,7.47,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,15,"1,349",120,0,0,0,120,15,"1,349",4,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.sports-reference.com/cfb/players/ronnie-harrison-1.html,NA,NA,2018,S,Ronnie Harrison,Alabama,4,75,214,NA,34,NA,120,NA,NA,64,1,2,1,0,42,7,1,112,7,17,4,3,110,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.sports-reference.com/cfb/players/ronnie-hillman-1.html,67,DEN,2012,RB,Ronnie Hillman,San Diego State,3,69,200,4.42,37,17,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,338,33,573,36,"3,243",606,38,"3,581",2,0,0
https://www.sports-reference.com/cfb/players/ronnie-mcgill-1.html,300,NA,2007,RB,Ronnie McGill,North Carolina,4,71,213,4.59,NA,22,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2,320,39,529,24,"2,393",568,26,"2,713",4,0,0
https://www.sports-reference.com/cfb/players/ronnie-stanley-2.html,6,BAL,2016,OT,Ronnie Stanley,Notre Dame,2,78,312,5.2,28.5,NA,NA,8.03,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.sports-reference.com/cfb/players/roquan-smith-1.html,NA,NA,2018,OLB,Roquan Smith,Georgia,5,73,236,4.51,NA,NA,NA,NA,NA,106,3,3,0,0,38,0,0,0,21,3,7,3,146,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.sports-reference.com/cfb/players/rory-anderson-1.html,254,SFO,2015,TE,Rory Anderson,South Carolina,5,77,244,4.73,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,9,954,61,0,0,0,61,9,954,4,0,0,0,0,0,0,0,0,0,0,0,0,0
